;url;title;platform
105;https://www.liputan6.com/bisnis/read/5700753/top-3-ppn-bakal-naik-12;Top 3: PPN Bakal Naik 12%;liputan6.com
106;https://www.liputan6.com/bisnis/read/5700284/ppn-bakal-naik-12-mimpi-buruk-bagi-rakyat;PPN Bakal Naik 12 %, Mimpi Buruk bagi Rakyat?;liputan6.com
107;https://www.liputan6.com/bisnis/read/5686531/pengusaha-ritel-kerek-daya-beli-dulu-baru-naikkan-ppn-12;Pengusaha Ritel: Kerek Daya Beli Dulu Baru Naikkan PPN 12%;liputan6.com
108;https://www.liputan6.com/bisnis/read/5686487/rencana-ppn-12-hingga-nasib-cukai-minuman-manis-ada-di-tangan-prabowo;Rencana PPN 12% hingga Nasib Cukai Minuman Manis Ada di Tangan Prabowo;liputan6.com
109;https://www.liputan6.com/bisnis/read/5686322/pengusaha-minta-pemerintah-tunda-kenaikan-ppn-12-kasihan-kelas-menengah;Pengusaha Minta Pemerintah Tunda Kenaikan PPN 12%: Kasihan Kelas Menengah;liputan6.com
110;https://www.liputan6.com/bisnis/read/5673215/ppn-naik-jadi-12-siap-siap-harga-barang-makin-mahal;PPN Naik jadi 12%, Siap-Siap Harga Barang Makin Mahal;liputan6.com
111;https://www.liputan6.com/bisnis/read/5659024/pengusaha-mal-tolak-ppn-12-gerus-daya-beli-masyarakat;Pengusaha Mal Tolak PPN 12%: Gerus Daya Beli Masyarakat;liputan6.com
112;https://www.liputan6.com/bisnis/read/5654102/ppn-bakal-naik-tahun-depan-siap-siap;PPN Bakal Naik Tahun Depan, Siap-Siap!;liputan6.com
113;https://www.liputan6.com/bisnis/read/5639188/minta-rencana-ppn-12-di-2025-ditunda-faisal-basri-rasa-keadilannya-di-mana;Minta Rencana PPN 12% di 2025 ditunda, Faisal Basri: Rasa Keadilannya di Mana?;liputan6.com
114;https://www.liputan6.com/news/read/5561796/ppn-naik-12-pengamat-tak-mungkin-presiden-naikin-bbm-lagi;PPN Naik 12%, Pengamat: Tak Mungkin Presiden Naikin BBM Lagi;liputan6.com
